ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
NADLER_OBESITY_UP	NADLER_OBESITY_UP	27	-0.805446350767263	-2.04627571316598	1.30816761957256e-05	0.000229863738867751	0.000153646279971958	1185	tags=78%, list=17%, signal=65%	DUSP1/CRYAB/CSTB/CTSA/FBLN2/CTSD/FLNA/CTSZ/ALOX5AP/BGN/CSF1R/CTSB/CD53/C1QB/FCGR2A/CTSK/FCER1G/COL1A1/CTSS/CD68/CAPG
REACTOME_INFECTIOUS_DISEASE	REACTOME_INFECTIOUS_DISEASE	202	-0.517823836826315	-1.67456797884789	1.30238015640226e-05	0.000229863738867751	0.000153646279971958	971	tags=23%, list=14%, signal=20%	ADCY2/SNAP25/CAV1/CTSL/ATP1B2/ELMO1/CD79B/ENTPD1/ADCY5/ANO6/IL1B/CD163/CTSG/ADCY3/APOBEC3G/CASP1/ADCY7/ATP1B1/TUBB3/CD79A/VAV3/CD28/WIPF3/ARPC1B/CD3G/C3AR1/BTK/CORO1A/CD247/ANO9/DOCK2/CXCR4/SYK/ANTXR1/FGR/FCGR2A/CCR5/CYBA/FCGR3A/CD8B/CD4/IGLV1-44/ANO1/FCGR1A/DPEP2/C3
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	BOYLAN_MULTIPLE_MYELOMA_C_D_DN	75	-0.647198010991582	-1.90510919138533	1.31823870444083e-05	0.00022990476509539	0.000153673702858617	921	tags=47%, list=13%, signal=41%	CACNB3/CCND2/CLEC4E/FAM135A/ENTPD1/B3GALNT1/CACNA1H/ANXA2/F13A1/CTSG/F2R/CDH2/ABI3BP/CSTA/VAV3/CXCR6/GPR183/CD28/FGL2/CD3D/CD226/CD3G/CP/RTP4/FSCN1/CD3E/CD177/ADA/ARL4C/CD7/IL2RB/CCL5/CCR2/CD8B/C3
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	56	-0.687396642031012	-1.96180768763722	1.32848527492835e-05	0.000229975562037596	0.000153721025184692	559	tags=55%, list=8%, signal=51%	CAMK4/CXCL16/ADCY5/ANXA1/CXCL12/CX3CL1/ADCY3/ADCY7/CXCR6/GPR183/CCL4/C3AR1/ADRA2C/ADORA3/CX3CR1/GPSM3/ACKR3/CCR7/CXCR4/CCL5/CCR5/CXCL9/CCR2/CCR1/C5AR1/CXCL1/C3/CCL19/CXCL2/AGT/CCL21
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	35	-0.738561829956226	-1.96091574811964	1.42282286580328e-05	0.000244495370395755	0.000163426403471522	1236	tags=69%, list=18%, signal=57%	CEBPD/BCL6/EPB41L3/CAPN3/BTG2/GATA3/ACSL4/F13A1/ADAP2/CDH2/CSTA/FGL2/CLEC4A/DACT1/CSF1R/ADA/CCR7/CD53/GSDME/CST7/CCR2/ADA2/FCGR1A/LY86
PHONG_TNF_RESPONSE_NOT_VIA_P38	PHONG_TNF_RESPONSE_NOT_VIA_P38	96	-0.605107381166106	-1.83712029474994	1.58005031670786e-05	0.000269531210959581	0.00018016094275793	1247	tags=41%, list=18%, signal=34%	B4GALT5/CDCP1/ETS2/CDKN1B/DUSP8/CLIP2/CDC42EP3/CALD1/DSE/AOPEP/ABR/DNAJB1/BIRC3/TRAF1/DRAM1/ADAMTS9/COL6A2/DLEU2/COL6A1/SHB/CEBPB/ETS1/ADGRE5/MREG/C1QTNF1/ARHGEF40/CX3CL1/CSF1/BHLHE40/CD83/ATP1B1/BHLHE41/DHRS2/ABTB2/GFPT2/ABCA1/BCL2A1/CLDN1/ETV1
ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP	ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP	107	-0.590855804888311	-1.80957604870368	1.60798643273502e-05	0.000272309006760996	0.000182017686207382	975	tags=35%, list=14%, signal=30%	ARL4D/DPYSL3/EYA4/BTG2/ADAM22/TRAF1/ADGRL3/CLEC4E/DRAM1/DDR2/BCL11A/DNAJB5/CTF1/EDNRA/CREB5/IL1B/ARHGAP31/COL4A1/ADM/CD83/ATP1B1/BTBD19/CCL4/C11orf96/FSCN1/ABCC11/DUSP5/ABCA1/DUSP2/CXCL1/CCRL2/CXCL2/SLC5A1/CFTR/COL11A1/CCN5/AGBL1
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	HUMMERICH_SKIN_CANCER_PROGRESSION_UP	25	-0.795252168000543	-1.98910378266623	1.67094185606288e-05	0.000280934612778342	0.000187783242286809	618	tags=48%, list=9%, signal=44%	CTSD/COL5A2/ADAM8/CASP1/COL1A2/COL18A1/COL6A3/CYBA/COL1A1/DOK2/CPXM1/APOC2
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	69	-0.658728154096554	-1.92370199863528	1.71159380597826e-05	0.000285713908897942	0.000190977835193364	1008	tags=58%, list=14%, signal=50%	COL7A1/ELN/CAPN3/CTSL/COL4A3/A2M/ADAMTS9/COL6A2/COL14A1/COL6A1/COL4A4/COL15A1/COL9A1/CTSD/BMP1/COL10A1/COL5A2/ADAMTS5/FBN1/COL4A1/CTSG/ADAM8/COL4A2/COL16A1/COL5A1/COL1A2/COL18A1/CAPN6/COL3A1/COL8A1/ADAMTS4/CTSB/COL6A3/COL17A1/CTSK/COL8A2/COL1A1/CTSS/COL11A1/SCUBE3
PID_CD8_TCR_PATHWAY	PID_CD8_TCR_PATHWAY	15	-0.8655109751557	-1.97240675875904	1.823471080507e-05	0.000302230632279777	0.000202017998019589	394	tags=60%, list=6%, signal=57%	CD28/CD3D/CD3G/CD3E/CARD11/CD8A/CD247/CD86/CD8B
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	123	-0.568520305799498	-1.76855731097417	1.97531509510211e-05	0.000325092350510819	0.000217299303271425	970	tags=33%, list=14%, signal=29%	SNAP25/LMO2/CD274/CMPK2/BTG2/BIRC3/TRAF1/COLEC11/CLEC4E/EGR1/CEBPB/BMF/AOC3/CIART/PYGM/CREB5/APOBEC3F/EFNA3/FILIP1L/SOCS3/DCHS1/NR1D1/CCN4/ADAM8/HS3ST3B1/CD83/BHLHE41/PIGR/CLEC4A/ABTB2/CCL4/CCL2/DACT1/CHST2/ARHGAP30/EPSTI1/BCL2A1/FERMT3/CXCL1/CYP27A1/CXCL2
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE	26	-0.79396670373513	-1.99558807321463	2.06245758488924e-05	0.000332411267302494	0.000222191437820373	1048	tags=77%, list=15%, signal=66%	CFH/C7/CD59/COLEC11/CFD/CFI/C1S/CFB/C3AR1/C1R/C4A/C1QA/C1QB/C4B/CLU/C1QC/C5AR1/IGLV1-44/CR1/C3
NABA_SECRETED_FACTORS	NABA_SECRETED_FACTORS	59	-0.668566297588972	-1.91563046344151	2.05212333680006e-05	0.000332411267302494	0.000222191437820373	972	tags=56%, list=14%, signal=49%	BMP8A/CHRDL1/ANGPTL1/AMH/AREG/BMP4/CHRD/CTF1/BMP6/IL1B/FGF7/CXCL12/ANGPTL2/CX3CL1/CXCL14/CSF1/ANGPTL4/CCL4/CCL2/CCL3/EBI3/CCL5/CXCL9/BMP7/CXCL1/CRLF1/CBLN2/CCL19/CXCL2/CHRDL2/CCL21/CCL18/SCUBE3
CUI_TCF21_TARGETS_2_UP	CUI_TCF21_TARGETS_2_UP	139	-0.55941201760775	-1.74993839979716	2.05780091771847e-05	0.000332411267302494	0.000222191437820373	1528	tags=45%, list=22%, signal=36%	CKS1B/CHAF1B/CDCA7L/CAD/ASPM/BCL7A/IQGAP3/CYP1B1/ARSB/CDH6/CDC45/ETV5/CDCA8/CDK1/CDKN1B/DCN/BLM/CENPK/FKBP10/APBB1/ACTB/ASAP1/CFH/FAT3/UHRF1/CLEC11A/ADCY2/APCDD1/FBLN5/CDCA7/EYA1/CCND2/COLEC11/CD79B/BMP4/COL6A2/FCGRT/COL6A1/EDNRA/CCDC80/EVC2/ECM1/CCN4/CA4/BOC/ADAMTS2/BNC2/CAPN6/DCLK1/COL3A1/FAP/BEX1/RELT/ANTXR1/CLU/COMP/COL8A2/CYBA/COL1A1/ESR1/CPXM1/CFTR/CTHRC1
MANALO_HYPOXIA_UP	MANALO_HYPOXIA_UP	67	-0.642197019942839	-1.87270407348487	2.11821602996118e-05	0.000339059648083513	0.000226635370473136	710	tags=42%, list=10%, signal=38%	CELF2/APOD/COL9A1/CD200/EGLN3/GYPC/COL4A1/FILIP1L/ADM/DCHS1/CX3CL1/CDK19/BHLHE40/COL4A2/CDH2/COL5A1/COL1A2/COL18A1/ANGPTL4/AXL/BGN/CHST15/NINJ2/ARL4C/ACKR3/CXCR4/ABCA1/ENO2
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	27	-0.799410537651904	-2.03094143574899	2.15481295347305e-05	0.000341338677523486	0.000228158726862984	517	tags=74%, list=7%, signal=69%	CXCL12/CX3CL1/CXCR6/CCL4/CCL2/CCL3/CX3CR1/ACKR3/CCR7/CXCR4/CCL5/CCR5/CXCL9/CCR2/CCR1/CXCL1/CCRL2/CCL19/CXCL2/CCL21
GRUETZMANN_PANCREATIC_CANCER_UP	GRUETZMANN_PANCREATIC_CANCER_UP	112	-0.576057160418123	-1.77816862572249	2.16166556583123e-05	0.000341338677523486	0.000228158726862984	1262	tags=39%, list=18%, signal=33%	AKAP12/ALDOC/EPS8/ACVR1/CALD1/CSTB/ARL4A/DPYSL3/CAV1/CTSL/BIRC3/CAV2/CDC25B/ALOX5/AREG/DPYD/ENTPD1/CELF2/FBLN2/ECM1/COL5A2/FBN1/ANXA1/ARHGEF2/CNN1/ELF4/NR1D1/CASP1/CRIP2/EMP3/FAP/CDH11/DUSP5/DOCK2/CD53/CXCR4/CTSC/CD86/BST1/CTSK/FCGR3A/COL1A1/APOC1/SULT1C2
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	36	-0.745678987649241	-1.98578727523117	2.32627931340263e-05	0.000364866762108856	0.000243885446915543	1008	tags=78%, list=14%, signal=67%	COL7A1/CTSL/DST/COL4A3/COL6A2/COL14A1/COL27A1/COL6A1/COL4A4/COL15A1/COL9A1/BMP1/COL10A1/COL5A2/COL4A1/COL4A2/COL5A1/COL1A2/COL18A1/COL3A1/COL8A1/CTSB/COL6A3/COL17A1/COL8A2/COL1A1/CTSS/COL11A1
BENPORATH_SUZ12_TARGETS	BENPORATH_SUZ12_TARGETS	190	-0.528125203501158	-1.69707523182222	2.38272816014081e-05	0.000371229047349938	0.000248138146642032	1410	tags=48%, list=20%, signal=40%	CYP1B1/ATOH8/DACH1/ESAM/CLEC14A/DLL4/CNTFR/CDH6/COL4A6/EPHA5/ALDH1L1/FAM89A/CEBPD/CDKN2C/EPS8/ESPN/ANKRD20A11P/CD34/ADRA1A/CLIC6/ADRA2A/PTPRU/ADAMTSL3/ADCY4/EFNB1/AMOT/EVA1C/BMP8A/HLX/DLC1/DNAJC22/DUSP4/BTG2/GIMAP5/ZMYND15/CAV2/ADGRL3/ALOX5/CNRIP1/CXCL16/CDH23/CHRD/EML5/EGFLAM/FEZ1/COL27A1/FLI1/RFTN1/LRRC8C/GATA3/FAM81A/ADAMTS5/EGR2/FBN1/GSC/ARHGAP20/EFNA3/CHODL/ADM/LAYN/EGR3/BMX/ELF4/CXCL14/ADAP2/CSF1/AJUBA/HS3ST3B1/F2R/RCSD1/BHLHE41/ADGRA2/DKK1/DSC3/CDH13/ABTB2/DUOXA1/APBB1IP/CDH11/CD8A/VIPR2/KCNA3/COMP/CEMIP/NTRK2/CXCL1/CRLF1/GPAT3/CRIP1/CFTR/CHRDL2/RBP4
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	MIKKELSEN_MEF_LCP_WITH_H3K4ME3	40	-0.721511995653246	-1.96095939701242	2.41362535528836e-05	0.000373552480484033	0.000249691183495847	682	tags=50%, list=10%, signal=45%	COL6A1/C1orf54/AKNA/ECM1/ANXA1/FHL1/ACTG2/ANGPTL2/CCN4/CPA6/ACOT11/EMP3/COL3A1/CP/GPSM3/ASPN/ARHGDIB/EMILIN1/CAPG/CCN5
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN	63	-0.667429510286152	-1.94020117581362	2.44725803693452e-05	0.000376265923178683	0.000251504911829005	1760	tags=60%, list=25%, signal=46%	C1orf112/EPHA2/ABRACL/FAM171A1/BUB1/C21orf91/NMI/DESI2/CTPS1/CDCA8/CEP55/BLM/CSTB/KIF2C/FANCA/AMD1/ASS1/CYB5R2/CSRP2/CORO1C/BCL11A/DYSF/ADM/CX3CL1/CDC20/CDH3/FSCN1/CYBB/CHST2/CCL5/FAM20A/DEFB1/CTSC/DUSP2/BCL2A1/CYBA/CHI3L1/CCL18
WINTER_HYPOXIA_DN	WINTER_HYPOXIA_DN	25	-0.788751064897928	-1.97284306777194	2.55399360463718e-05	0.000387853055388124	0.000259250021032802	953	tags=76%, list=14%, signal=66%	LMO2/FBLN5/ARHGEF6/CELF2/FLI1/ABCB1/ANKRD44/GYPC/ICAM2/GIMAP1/ARHGAP45/CD79A/CD28/EVI2B/EVI2A/DOCK2/ARHGAP15/CD48/CCL19
ROZANOV_MMP14_TARGETS_UP	ROZANOV_MMP14_TARGETS_UP	73	-0.630053384182651	-1.84836321561372	2.55581388659697e-05	0.000387853055388124	0.000259250021032802	1289	tags=56%, list=18%, signal=46%	CDCP1/FKBP7/ADORA2A/ALDOC/APOL3/DAAM2/CALD1/ENPP1/SNAP25/AOPEP/DNAJC22/CDCA7/BTG2/CCND2/SOBP/EFEMP1/DOK1/COL6A2/FEZ1/ANKDD1A/FLI1/COL6A1/B3GALNT1/ANXA6/CCN2/COL4A1/ICAM2/ANGPTL2/EFEMP2/COL4A2/CSPG4/CD83/COL5A1/BOC/COL18A1/CHST15/ADA/IL2RB/CST7/ENO2/AMIGO2
MULLIGHAN_MLL_SIGNATURE_1_UP	MULLIGHAN_MLL_SIGNATURE_1_UP	109	-0.587567576859609	-1.80146127120421	2.78181646828149e-05	0.000419426134604764	0.000280354202983344	1518	tags=44%, list=22%, signal=35%	ARHGAP11A/ADCY9/CCND3/DUSP7/C1RL/GTSE1/ARPC2/DACH1/CLTCL1/ABCA8/ABCA7/CDC42EP3/CTSA/C15orf39/FES/ELF3/FAM53B/EHBP1L1/ABR/C1orf54/ARHGEF40/ATP8B4/FLNA/ELF4/CSPG4/CASP1/ADCY7/ARHGAP45/CSTA/CSF2RA/ARPC1B/EVI2B/TRAF3IP3/CYTH4/NINJ2/EVI2A/APOBR/CXCR4/SYK/FCGR2A/LILRB2/CCR1/CYBA/BATF/FCGR1A/DPEP2/FCGR2B/CAPG
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	103	-0.588979520759761	-1.79481793782543	2.98773201959492e-05	0.000447585239089315	0.000299176404661191	928	tags=29%, list=13%, signal=26%	FCHSD2/CTSL/BIRC3/CD59/ABCB1/ANXA2/FHL1/CLEC2B/CASP1/F2R/APOBEC3C/CD28/CCL4/CTLA4/CD3D/EVI2B/TRAF3IP3/ARHGAP25/GNLY/CD84/DAPP1/DUSP5/CD8A/GZMH/IL2RB/CD2/CCL5/CST7/CD48/CD52
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	18	-0.833678808654792	-1.9602685178824	3.03837946652102e-05	0.000452273427596155	0.000302310099116138	745	tags=83%, list=11%, signal=75%	CFD/ACSL4/F13A1/NPTX2/CTSG/CDC20/CSTA/GPR183/CCL3/CSF1R/CD7/CCR7/CST7/LY86/CRIP1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	46	-0.704074078352967	-1.9558801055672	3.09963152178139e-05	0.000458470814329311	0.000306452576837015	787	tags=67%, list=11%, signal=60%	CXCL16/ACKR1/EDNRA/ANXA1/CXCL12/EDNRB/CX3CL1/F2R/CXCR6/CCL4/CCL2/CCL3/C3AR1/CX3CR1/ACKR3/CCR7/CXCR4/CCL5/F2RL2/CCR5/CXCL9/CCR2/CCR1/C5AR1/CXCL1/CCRL2/C3/CCL19/CXCL2/AGT/CCL21
WIELAND_UP_BY_HBV_INFECTION	WIELAND_UP_BY_HBV_INFECTION	29	-0.76492803224389	-1.96775679057545	3.12530619986223e-05	0.000459361043338242	0.000307047626653132	880	tags=72%, list=13%, signal=64%	COTL1/GIMAP5/DRAM1/C1orf54/CD83/FGL2/CD3D/C3AR1/CTSB/ARHGDIB/CD53/CXCR4/CCL5/C1QB/CXCL9/CTSC/CD48/FCER1G/CD74/ADA2/FCGR1A
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	151	-0.536400980970628	-1.69254072920845	3.23409560701003e-05	0.000472380089598903	0.000315749860579137	1320	tags=33%, list=19%, signal=27%	CDH5/ADORA2A/COL5A3/CYFIP2/FGF10/PTPRU/FGF2/ACTB/ATP6V1C2/FES/ADAP1/CD274/CAV1/DUSP4/COL4A3/ELMO1/EGR1/AREG/COL6A2/DNM1/COL27A1/COL6A1/SHB/COL4A4/COL9A1/CTSD/DLG4/COL5A2/EGR2/FGF7/COL4A1/CXCL12/EGR3/COL4A2/COL5A1/VAV3/COL1A2/AXL/COL3A1/SH2D2A/NCF4/CYBB/COL6A3/CYBA/COL1A1/NTRK2/ESR1/APOE/COL11A1/PTPRZ1
PID_TCR_PATHWAY	PID_TCR_PATHWAY	16	-0.867234623125556	-1.99632775081334	3.27768108608477e-05	0.000475772714172678	0.000318017569908454	505	tags=56%, list=7%, signal=52%	FLNA/CD28/CD3D/CD3G/CD3E/CARD11/CD247/CD86/CD4
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	35	-0.724048410580893	-1.92238194978641	3.46571854918737e-05	0.000499961990706844	0.00033418624606849	1008	tags=63%, list=14%, signal=54%	COL7A1/COL4A3/COL6A2/COL6A1/COL4A4/COL9A1/COL10A1/COL5A2/FBN1/COL4A1/ICAM2/COL4A2/COL16A1/COL5A1/COL1A2/COL18A1/COL3A1/COL8A1/COL6A3/COMP/COL8A2/COL1A1
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_UP	152	-0.534760983844092	-1.68978720253622	3.54803194289941e-05	0.000508696358929811	0.000340024501340828	1334	tags=38%, list=19%, signal=31%	CDON/CNTFR/COL5A3/SLC6A9/CEBPD/BCL6/CCNH/DKK3/CLEC2D/ACTB/AQP1/EFNB1/DAPK2/FES/ELN/DLC1/CMPK2/DST/ELOVL4/ADAMTS10/COL4A3/CD59/EGR1/CORO1C/CXCL16/ABCC5/COL14A1/EHD2/CEBPB/COL9A1/COL5A2/FBN1/CCN2/CSF1/ADCY3/ADCY7/ABI3BP/AHR/BOC/CFB/CAPN6/CASQ2/FJX1/COL3A1/BGN/CP/RTP4/ALPL/CCN3/CD2/CCL5/SLFN13/C4B/FCGR3A/CIP2A/C3/CCN5
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	31	-0.764886900666591	-1.99374962769875	3.64687327081066e-05	0.000519679441090519	0.000347365849414828	1382	tags=77%, list=20%, signal=62%	PCDHB4/EPHA1/CD34/CRYAB/ENPP1/CLEC11A/BEND5/ADGRE5/ADM/EGR3/GRB14/ATP1B1/C1S/CDH3/CP/CDH11/ASPN/CCL5/ABCA1/CLU/FABP3/CEMIP/CRIP1/CTHRC1
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	35	-0.722950128245794	-1.91946595949362	3.8066056572831e-05	0.000539153783095187	0.000360382953455063	669	tags=49%, list=10%, signal=44%	B3GALNT1/CACNA1H/CTSG/F2R/ABI3BP/CSTA/VAV3/CXCR6/FGL2/CD3D/CP/FSCN1/CD177/IL2RB/CCL5/CCR2/C3
ZHU_CMV_ALL_DN	ZHU_CMV_ALL_DN	46	-0.700141555195119	-1.9449557667148	3.88899010747745e-05	0.000544225741387712	0.000363773168578413	1236	tags=65%, list=18%, signal=54%	CYP1B1/CHN1/CEBPD/ADRA2A/AKR1C1/FKBP10/ENG/CDC25B/DDR2/EFEMP1/BMP4/COL6A2/CFD/FBLN1/COL5A2/ANXA1/FGF7/ADM/CXCL12/FLNA/ACTA2/AHR/COL1A2/COL3A1/C1R/CDH11/ACKR3/ADH1B/COL1A1/APOE
SWEET_LUNG_CANCER_KRAS_UP	SWEET_LUNG_CANCER_KRAS_UP	143	-0.538931261949378	-1.69798748524355	3.8825284612931e-05	0.000544225741387712	0.000363773168578413	1115	tags=32%, list=16%, signal=28%	CTSH/CSTB/CTSA/CHRNB1/ATP11A/CHL1/CSRP2/COTL1/CEACAM1/ACTN1/BTG1/AREG/BMP4/ENTPD1/AVPI1/COL15A1/ACSL4/CTSD/CTSZ/BHLHE40/ADCY7/COL18A1/AXL/ADAM19/C16orf89/CTSB/C1QB/CCR5/CTSC/BST1/CTSK/CLU/CD74/CSF2RB/C1QC/BCL2A1/CYBA/CIP2A/CD14/CRLF1/FCGR2B/CTSS/CD68/CHI3L1/APOC1/RBP4
VECCHI_GASTRIC_CANCER_EARLY_DN	VECCHI_GASTRIC_CANCER_EARLY_DN	99	-0.592047841756463	-1.79569913914638	3.93004228039734e-05	0.000546696952933845	0.000365424983966771	1124	tags=52%, list=16%, signal=44%	AKR1C1/ALDH1A1/CFL2/ALDH1L2/CFH/BCHE/COLCA1/CHRDL1/ANGPTL1/C7/ARMCX1/SOBP/ADGRL3/DTNA/EFEMP1/EBF1/BEX5/CYBRD1/CNTN1/BEND5/F13A1/CHRM3/FHL1/ECRG4/CNN1/CXCL12/GNAO1/C14orf132/ECHDC3/CD79A/CYTIP/WIPF3/CASQ2/CKMT2/EVI2B/CDH19/ARHGAP24/BEX1/ADA/C16orf89/DUSP5/PIK3CG/ADH1B/CCL5/CLU/CCR2/DAB1/PLP1/CHGB/PTPRZ1/CHGA
RIGGI_EWING_SARCOMA_PROGENITOR_UP	RIGGI_EWING_SARCOMA_PROGENITOR_UP	111	-0.575493727730219	-1.77436710735941	3.96073104878361e-05	0.000547705826095106	0.000366099338299276	1536	tags=53%, list=22%, signal=42%	ABHD6/LINC02762/GRIK2/EBF2/DUSP7/DNAJC12/CD36/CES1/ACACB/KCNE3/AP4B1/CTTNBP2/CRYAB/CTSH/DCLRE1B/CDK14/ENPP1/CSRNP3/ASAP1/FAT3/ENPEP/CORIN/EVA1C/LMO2/CD274/ARHGEF6/BTG2/CCND2/EPHA3/CEACAM1/A2M/ADAMTS3/FAT4/COL21A1/CACHD1/EFHD1/SLFN12/FCGRT/EDNRA/COL4A4/NPTX2/ECRG4/ICAM2/CASP1/F2R/BHLHE41/CARD16/CRIP2/MARCHF1/C3AR1/CDH11/DUSP5/ARHGDIB/ADGRE2/CD14/CLDN1/CRIP1/DAB1/COL11A1
ONDER_CDH1_TARGETS_2_UP	ONDER_CDH1_TARGETS_2_UP	83	-0.61908861906262	-1.8453235413872	4.25944632134879e-05	0.000585548591352478	0.000391394324512793	1410	tags=58%, list=20%, signal=47%	CYP1B1/CHN1/DNAJB4/FERMT2/ABCA8/CDKN2C/DCN/CYFIP2/EPS8/DUSP1/AP1S2/ENPP1/DPYSL3/FBLN5/DLC1/DDR2/FAT4/COL6A2/CYBRD1/ACKR1/COL6A1/ANXA6/FBLN1/COL5A2/NPTX2/FBN1/ARHGEF40/GYPC/CCN2/ACTA2/C14orf132/CDH2/COL5A1/CYTIP/CRIP2/DOCK10/COL1A2/COL3A1/BGN/COL8A1/CDH11/CHST2/ACKR3/EPHB2/COL6A3/ENO2/ARHGAP22/COL1A1
PID_IL12_2PATHWAY	PID_IL12_2PATHWAY	15	-0.850859718936681	-1.93901811595702	4.36976234635197e-05	0.000596218330163948	0.00039852622658978	617	tags=87%, list=9%, signal=79%	HLX/IL1B/CCL4/CD3D/CCL3/CD3G/CD3E/CD8A/CD247/IL2RB/CCR5/CD8B/CD4
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION	48	-0.68131692528865	-1.89623097111028	4.38808527121092e-05	0.000596218330163948	0.00039852622658978	903	tags=69%, list=13%, signal=60%	COL7A1/CTSL/DST/COL4A3/ADAMTS3/COL21A1/COL6A2/COL14A1/COL27A1/COL6A1/COL4A4/COL15A1/COL9A1/BMP1/COL10A1/COL5A2/COL4A1/COL4A2/COL16A1/COL5A1/ADAMTS2/COL1A2/COL18A1/COL3A1/COL8A1/CTSB/COL6A3/COL17A1/COL8A2/COL1A1/CTSS/COL22A1/COL11A1
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	251	-0.476597353514457	-1.56446485897605	4.69761641611532e-05	0.000634585523957312	0.00042417175305842	1655	tags=33%, list=24%, signal=26%	DYNC1I1/ARHGEF11/ARHGEF4/EFHD2/ACTR3/BUB1/CDC42EP1/ARHGAP10/CENPI/ARHGAP11A/FGD1/ARPC5/IQGAP3/ARAP3/CENPU/CHN1/ARPC2/ARHGAP33/FERMT2/ARHGEF15/CDCA8/AKAP12/CDKN1B/DEPDC1B/CYFIP2/CDC42EP3/ARAP1/CENPK/ACTB/CIT/FGD5/KIF2C/DLC1/CAV1/DST/ABR/ARHGEF6/FAM169A/ACTN1/FAM135A/CCDC88A/ACTC1/ARHGEF17/AURKB/CAVIN1/ARHGEF28/ARHGAP31/DLG4/ARHGEF25/ARHGAP20/ARHGEF40/ARHGAP4/ARHGEF2/FLNA/FILIP1/CDC20/BIRC5/TUBB3/CPNE8/ARHGAP45/DOCK11/VAV3/DOCK10/ARHGAP9/WIPF3/ARHGAP23/ARPC1B/ARHGAP24/NCF4/CYBB/BTK/ARHGAP25/FGD2/ARHGDIB/ARHGAP30/EPSTI1/DOCK2/ARHGAP15/FGD3/ARHGAP22/CYBA/AMIGO2/CFTR
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	28	-0.763944393374068	-1.94814862757216	4.85966152579726e-05	0.000652702815275183	0.000436281772793898	882	tags=68%, list=13%, signal=60%	BTG2/EGR1/IL1B/EGR2/ANXA1/CA4/CLEC4A/CSF1R/C3AR1/CYBB/CCN3/FGR/CCR5/CSF2RB/C5AR1/FCGR1A/CLEC7A/CD300LF/CTSS
